G2,D3,7
D3,B3,9
B3,A3,-2
A3,B3,2
B3,D3,-9
D3,B3,9
B3,D3,-9
D3,G2,-7
G2,D3,7
D3,B3,9
B3,A3,-2
A3,B3,2
B3,D3,-9
D3,B3,9
B3,D3,-9
D3,G2,-7
G2,E3,9
E3,C4,8
C4,B3,-1
B3,C4,1
C4,E3,-8
E3,C4,8
C4,E3,-8
E3,G2,-9
G2,E3,9
E3,C4,8
C4,B3,-1
B3,C4,1
C4,E3,-8
E3,C4,8
C4,E3,-8
E3,G2,-9
G2,F#3,11
F#3,C4,6
C4,B3,-1
B3,C4,1
C4,F#3,-6
F#3,C4,6
C4,F#3,-6
F#3,G2,-11
G2,F#3,11
F#3,C4,6
C4,B3,-1
B3,C4,1
C4,F#3,-6
F#3,C4,6
C4,F#3,-6
F#3,G2,-11
G2,G3,0
G3,B3,4
B3,A3,-2
A3,B3,2
B3,G3,-4
G3,B3,4
B3,G3,-4
G3,G2,0
G2,G3,0
G3,B3,4
B3,A3,-2
A3,B3,2
B3,G3,-4
G3,B3,4
B3,F#3,-5
F#3,G2,-11
G2,E3,9
E3,B3,7
B3,A3,-2
A3,B3,2
B3,G3,-4
G3,F#3,-1
F#3,G3,1
G3,E3,-3
E3,G3,3
G3,F#3,-1
F#3,G3,1
G3,B2,-8
B2,D3,3
D3,C#3,-1
C#3,B2,-2
B2,C#3,2
C#3,G3,6
G3,A3,2
A3,G3,-2
G3,A3,2
A3,G3,-2
G3,A3,2
A3,G3,-2
G3,C#3,-6
C#3,G3,6
G3,A3,2
A3,G3,-2
G3,A3,2
A3,G3,-2
G3,A3,2
A3,G3,-2
G3,F#3,-1
F#3,A3,3
A3,D4,5
D4,C#4,-1
C#4,D4,1
D4,A3,-5
A3,G3,-2
G3,A3,2
A3,F#3,-3
F#3,A3,3
A3,G3,-2
G3,A3,2
A3,D3,-7
D3,F#3,4
F#3,E3,-2
E3,D3,-2
D3,E2,-10
E2,B2,7
B2,G3,8
G3,F#3,-1
F#3,G3,1
G3,B2,-8
B2,G3,8
G3,B2,-8
B2,E2,-7
E2,B2,7
B2,G3,8
G3,F#3,-1
F#3,G3,1
G3,B2,-8
B2,G3,8
G3,B2,-8
B2,E2,-7
E2,C#3,9
C#3,D3,1
D3,E3,2
E3,D3,-2
D3,C#3,-1
C#3,B2,-2
B2,A2,-2
A2,G3,10
G3,F#3,-1
F#3,E3,-2
E3,D4,10
D4,C#4,-1
C#4,B3,-2
B3,A3,-2
A3,G3,-2
G3,F#3,-1
F#3,E3,-2
E3,D3,-2
D3,D4,0
D4,A3,-5
A3,D4,5
D4,F#3,-8
F#3,A3,3
A3,D3,-7
D3,E3,2
E3,F#3,2
F#3,A3,3
A3,G3,-2
G3,F#3,-1
F#3,E3,-2
E3,D3,-2
D3,G#3,6
G#3,D3,-6
D3,F3,3
F3,E3,-1
E3,F3,1
F3,D3,-3
D3,G#3,6
G#3,D3,-6
D3,B3,9
B3,D3,-9
D3,F3,3
F3,E3,-1
E3,F3,1
F3,D3,-3
D3,G#3,6
G#3,D3,-6
D3,C3,-2
C3,E3,4
E3,A3,5
A3,B3,2
B3,C4,1
C4,A3,-3
A3,E3,-5
E3,D3,-2
D3,C3,-2
C3,E3,4
E3,A3,5
A3,B3,2
B3,C4,1
C4,A3,-3
A3,F#3,-3
F#3,E3,-2
E3,D#3,-1
D#3,F#3,3
F#3,D#3,-3
D#3,F#3,3
F#3,A3,3
A3,F#3,-3
F#3,A3,3
A3,F#3,-3
F#3,D#3,-3
D#3,F#3,3
F#3,D#3,-3
D#3,F#3,3
F#3,A3,3
A3,F#3,-3
F#3,A3,3
A3,F#3,-3
F#3,G3,1
G3,F#3,-1
F#3,E3,-2
E3,G3,3
G3,F#3,-1
F#3,G3,1
G3,A3,2
A3,F#3,-3
F#3,G3,1
G3,F#3,-1
F#3,E3,-2
E3,D3,-2
D3,C3,-2
C3,B2,-1
B2,A2,-2
A2,G2,-2
G2,F#2,-1
F#2,C3,6
C3,D3,2
D3,C3,-2
C3,D3,2
D3,C3,-2
C3,D3,2
D3,C3,-2
C3,F#2,-6
F#2,C3,6
C3,D3,2
D3,C3,-2
C3,D3,2
D3,C3,-2
C3,D3,2
D3,C3,-2
C3,G2,-5
G2,B2,4
B2,F3,6
F3,E3,-1
E3,F3,1
F3,B2,-6
B2,F3,6
F3,B2,-6
B2,G2,-4
G2,B2,4
B2,F3,6
F3,E3,-1
E3,F3,1
F3,B2,-6
B2,F3,6
F3,B2,-6
B2,G2,-4
G2,C3,5
C3,E3,4
E3,D3,-2
D3,E3,2
E3,C3,-4
C3,E3,4
E3,C3,-4
C3,G2,-5
G2,C3,5
C3,E3,4
E3,D3,-2
D3,E3,2
E3,C3,-4
C3,E3,4
E3,C3,-4
C3,G2,-5
G2,F#3,11
F#3,C4,6
C4,B3,-1
B3,C4,1
C4,F#3,-6
F#3,C4,6
C4,F#3,-6
F#3,G2,-11
G2,F#3,11
F#3,C4,6
C4,B3,-1
B3,C4,1
C4,F#3,-6
F#3,C4,6
C4,F#3,-6
F#3,G2,-11
G2,D3,7
D3,B3,9
B3,A3,-2
A3,B3,2
B3,G3,-4
G3,F#3,-1
F#3,E3,-2
E3,D3,-2
D3,C3,-2
C3,B2,-1
B2,A2,-2
A2,G2,-2
G2,F#2,-1
F#2,E2,-2
E2,D2,-2
D2,C#2,-1
C#2,A2,8
A2,E3,7
E3,F#3,2
F#3,G3,1
G3,E3,-3
E3,F#3,2
F#3,G3,1
G3,C#2,-6
C#2,A2,8
A2,E3,7
E3,F#3,2
F#3,G3,1
G3,E3,-3
E3,F#3,2
F#3,G3,1
G3,C2,-7
C2,A2,9
A2,D3,5
D3,E3,2
E3,F#3,2
F#3,D3,-4
D3,E3,2
E3,F#3,2
F#3,C2,-6
C2,A2,9
A2,D3,5
D3,E3,2
E3,F#3,2
F#3,D3,-4
D3,E3,2
E3,F#3,2
F#3,C2,-6
